id	author	title	translator	year	publisher	pub_place
637	Gallaz, Christophe	Threadbear	Sokolinsky, Martin	1993	Creative Education	Mankato, MINN
638	Bosquet, Alain	A Russian mother : a novel	Bray, Barbara	1996	Holmes and Meier	New York
639	Monbrun, Estelle	Murder chez Proust	Martyn, David	1995	Arcade	New York
640	Cixous, Hélène	Manna: for the Mandelstams for the Mandelas	MacGillivray, Catherine A. F.	1994	University of Minnesota Press	Minneapolis, MINN
641	Bertrand, Aloysius	Louis "Aloysius" Bertrand's Gaspard de la nuit: fantasies in the manner of Rembrandt and Callot	Wright, John T.	1994	University Press of America	Lanham, MD
642	Simenon, Georges	Maigret and the toy village	Ellenbogen, Eileen	1994	Harcourt Brace	San Diego, CALIF
643	Simenon, Georges	Maigret in exile	Ellenbogen, Eileen	1994	Harcourt Brace	San Diego, CALIF
644	Youpala	Youpala, queen of the jungle	Bell, Anthea	1995	Kingfisher	New York
645	Froment-Meurice, Marc	Solitudes : from Rimbaud to Heidegger	Walsh, Peter	1995	State University of New York Press	Albany, N.Y.
646	Hugo, Victor	The hunchback of Notre Dame	NA	1995	Courage Books	Philadelphia, PA
647	Courtin, Thierry;;Gaudrat, Marie-Agnès	My first ABC	Herbst, Judith	1994	Barron's	Hauppauge, N.Y.
648	Cendrars, Blaise	Shadow	Brown, Marcia	1996	Aladdin Paperbacks	New York
649	La Fontaine, Jean de	Selected fables	Wood, Christopher	1995	Oxford University Press	New York
650	Bénabou, Marcel	Why I have not written any of my books	Kornacker, David	1996	University of Nebraska Press	Lincoln, NEBR
651	Jouve, Pierre Jean	Paulina 1880	Bullen, Robert;;Letellier, Rosette	1995	Marlboro Press	Evanston, ILL
652	Royet-Journoud, Claude	A descriptive method	Waldrop, Keith	1995	Post-Apollo Press	Sausalito, CALIF
653	Redonnet, Marie	Candy story	Quinn, Alexandra	1995	University of Nebraska Press	Lincoln, NEBR
654	Sand, George	Horace	Rogow, Zack	1995	Mercury House	San Francisco, CALIF
655	Ben Jelloun, Tahar	Corruption	Volk, Carol	1995	New Press	New York
656	Beckett, Samuel;;Gontarski, S. E.	Samuel Beckett: the complete short prose, 1929-1989	NA	1995	Grove Press	New York
657	Delarue Mardrus, Lucie	The angel and the perverts	Livia, Anna	1995	New York University Press	New York
658	Wiesel, Elie	All rivers run to the sea : memoirs	NA	1995	Alfred A. Knopf	New York
659	Sagan, Françoise	A fleeting sorrow	Seaver, Richard	1995	Arcade	New York
660	Chedid, Andrée	Selected poems of Andrée Chedid	Cochran, Judy	1995	Edwin Mellen Press	Lewiston, N.Y.
661	Wiesel, Elie	Twilight : a novel	Wiesel, Marion	1995	Schocken Books	New York
662	Breton, André	Free rein	Amboise, Jacqueline d';;Parmentier, Michel	1995	University of Nebraska Press	Lincoln, NEBR
663	Chénetier, Marc	Beyond suspicion: new American fiction since 1960	Houlding, Elizabeth A.	1996	University of Pennsylvania Press	Philadelphia, PA
664	Jabès, Edmond	The little book of unsuspected subversion	Waldrop, Rosmarie	1996	Stanford University Press	Stanford, CALIF
665	Lamblin, Bianca	A disgraceful affair: Simone de Beauvoir, Jean-Paul Sartre, & Bianca Lamblin	Plovnick, Julie	1996	Northeastern University Press	Boston, MASS
666	Baudrillard, Jean	Cool Memories II, 1987-1990	Turner, Chris	1996	Duke University Press	Durham, N.C.
667	Labiche, Eugène;;Le Sage, Alain René;;Marivaux, Pierre de;;Coleman, C. B.	Three French comedies: Turcaret; The triumph of love; Eating crow;	Magruder, James	1996	Yale University Press	New Haven, CONN
668	Butor, Michel;;Oppenheim, Lois	Improvisations on Butor : transformation of writing	Miller, Elinor S.	1996	University Press of Florida	Gainesville, FLA
669	Blanchot, Maurice	The most high	Stoekl, Allan	1996	University of Nebraska Press	Lincoln, NEBR
670	Volodine, Antoine	Naming the jungle	Coverdale, Linda	1995	New Press	New York
671	La Rochefoucauld, François de	Seneca unmasqued : Aphra Behn's translation of La Rochefoucauld's Maxims : a bilingual edition	Behn, Aphra	1995	AMS Press	New York
672	Saint-Exupéry, Antoine de	The little prince	Woods, Katherine	1995	G. K. Hall	Thorndike, ME
673	Scheid, John;;Svenbro, Jesper	The craft of Zeus : myths of weaving and fabric	NA	1996	Harvard University Press	Cambridge, MASS
674	Kristof, Agota	The third lie	Romano, Marc	1996	Grove Press	New York
675	Vincenot, Henri	The prophet of Compostela: a novel of apprenticeship and initiation	Rehmus, E. E.	1996	Inner Traditions International	Rochester, VT
676	Kristeva, Julia	Time & sense : Proust and the experience of literature	Guberman, Ross	1996	Columbia University Press	New York
677	Colette	Bella-vista	White, Antonia	1996	Modern Library	New York
678	Wilde, Oscar	Salomé	NA	1996	Modern Library	New York
679	Camus, Albert	The first man	Hapgood, David	1996	G. K. Hall	Thorndike, ME
680	Bober, Robert;;Perec, Georges	Ellis Island	Mathews, Harry	1995	New Press	New York
681	Redonnet, Marie	Mobie-Diq	McGillicuddy, Dan	1995	DM Pub.	Oyster Bay, N.Y.
682	Anouilh, Jean	Becket or The honor of God	Hill, Lucienne	1995	Riverhead Books	New York
683	Rostand, Edmond	Cyrano de Bergerac: a heroic comedy in five acts	Fry, Christopher	1996	Oxford University Press	New York
684	Balthasar, Hans Urs von	Bernanos: an ecclesial existence	Leiva-Merikakis, Erasmo	1996	Ignatius Press	San Francisco, CALIF
685	Rabaté, Jean-Michel	The ghosts of modernity	NA	1996	University Press of Florida	Gainesville, FLA
686	Baynac, Jacques	The story of Tatiana	Nybakken, Ruth;;Perlman, Lorraine	1994	Black & Red	Detroit, MICH
687	Stendhal	The life of Henry Brulard	Sturrock, John	1995	Penguin	New York
688	Balzac, Honoré de	The last fay	Du Plessis, Eric H.	1996	Edwin Mellen Press	Lewiston, N.Y.
689	Flaubert, Gustave	A simple heart	McDowall, Arthur Sydney	1996	New Directions	New York
690	Zola, Émile	The belly of Paris	Vizetelly, Ernest Alfred	1996	Sun & Moon Press	Los Angeles, CALIF
691	Gilles, Jean-Elie	Sur les pas de Diogène	Nelson, Nancy	1995	J.E. Gilles	s. l.
692	Redonnet, Marie	Nevermore	Stump, Jordan	1996	University of Nebraska Press	Lincoln, NEBR
693	Cendrars, Blaise	Gold: being the marvellous history of General John Augustus Sutter	Rootes, Nina	1996	Marlowe & Co.	New York
694	Hugo, Victor	The hunchback of Notre Dame	NA	1996	Hyperion	New York
695	Reyes, Alina	Behind closed doors;;(A novel in two halves (hero & heroine) printed inversely to each other)	Watson, David	1996	Grove Press	New York
696	Frappier-Mazur, Lucienne	Writing the orgy : power and parody in Sade	Gill, Gillian C.	1996	University of Pennsylvania Press	Philadelphia, PA
697	Rostand, Edmond	Cyrano de Bergerac	Burgess, Anthony	1996	Applause Theatre Book Publishers	New York
698	NA	The history of making books: from clay tablets, papyrus rolls, and illuminated manuscripts to the printing press	NA	1996	Scholastic	New York
699	Secretan, Thierry	Going into darkness: fantastic coffins from Africa	NA	1995	Thames & Hudson	New York
700	Marivaux, Pierre de	The triumph of love	Magruder, James	1994	Dramatists Play Service	New York
701	Verne, Jules	Around the world in eighty days	NA	1996	Viking	New York
702	Šentalinskij, Vitalij Aleksandrovič	Arrested voices: resurrecting the disappeared writers of the Soviet regime	Crowfoot, John	1996	Martin Kessler Books Free Press	New York
703	Dumas, Alexandre	The Count of Monte Cristo	NA	1996	Modern Library	New York
704	Peguy, Charles	The portal of the mystery of hope	Schindler, David Louis	1996	W.B. Eerdmans	Grand Rapids, MICH
705	Fourcade, Dominique	Click-rose	Waldrop, Keith	1996	Sun & Moon Press	Los Angeles, CALIF
706	Du Bellay, Joachim;;State University of New York	Antiquitez de Rome	Spenser, Edmund	1993	Medieval & Renaissance Texts & Studies Center for Medieval & Early Renaissance Studies	Binghamton, N.Y.
707	Hugo, Victor	Les misérables	Wilbour, Charles Edwin	1996	Fawcett Columbine	New York
708	Bernos de Gasztold, Carmen	Prayers from the ark: selected poems	Godden, Rumer	1995	Puffin	New York
709	Kundera, Milan	Slowness	Asher, Linda	1996	Harper Collins Publishers	New York
710	Jacq, Christian	Fascinating hieroglyphics: discovering, decoding, and understanding the ancient art	NA	1996	Sterling Publishing	New York
711	Molière	Les femmes Savantes	NA	1996	Hippocrene Books	New York
712	Solotareff, Grégoire	The secret life of Santa Claus	NA	1996	Chronicle Books	San Francisco, CALIF
713	Ernaux, Annie	A frozen woman	Coverdale, Linda	1996	Seven Stories Press	New York
714	Hugo, Victor	The hunchback of Notre-Dame	NA	1996	Modern Library	New York
715	Wilde, Oscar	Salome	NA	1996	Players Press	Studio City, CALIF
716	Maupassant, Guy de	Best short stories : a dual-language book = Les meilleurs contes;;(Boule de suif; The Tellier establishment; Mademoiselle Fifi; Miss Harriet; The piece of string; The necklace; The Horla).	Jupiter, Steven	1996	Dover Publications	New York
717	Giraudon, Liliane	Fur	Bennett, Guy.	1995	Sun & Moon Press	Los Angeles, CALIF
718	Salvayre, Lydie	The award	Davey, Jane	1996	Four Walls Eight Windows	New York
719	Ernaux, Annie	Exteriors	Leslie, Tanya	1996	Seven Stories Press	New York
720	Condé, Maryse;;Pfaff, Françoise	Conversations with Maryse Condé	NA	1996	University of Nebraska Press	Lincoln, NEBR
721	Marinetti, Filippo Tommaso;;Marinetti, Luce	Selected poems and related prose	Napier, Elizabeth R.;;Studholme, Barbara R.	1996	Yale University Press	New Haven, CONN
722	Perrault, Charles	Little Red Riding Hood and other stories: The sleeping beauty in the woods; Puss in Boots; Little Tom Thumb; The fairies; Ricky of the tuft; Cinderella; Little Red Riding Hood; Blue Beard	Johnson, Alfred Edwin	1996	Alfred A. Knopf	New York
723	Gide, André	The immoralist	Appelbaum, Stanley	1996	Dover Publications	Mineola, N.Y.
724	Flaubert, Gustave	Madame Bovary	NA	1996	Dover Publications	Mineola, N.Y.
725	Green, Julien	The stars of the South : a novel	Buss, Robin	1996	M. Boyars	New York
726	Du Bouchet, André	Where heat looms	Mus, David	1996	Sun & Moon Press	Los Angeles, CALIF
727	Deluy, Henri	Carnal love : poems	NA	1996	Sun & Moon Press	Los Angeles, CALIF
728	Nimier, Marie	Hypnotism made easy	Hawkes, Sophie	1996	Four Walls Eight Windows	New York
729	Rolland, Romain	Jean-Christophe	NA	1996	Carroll & Graf	New York
730	Berberova, Nina Nikolaevna	Aleksandr Blok : a life	Marsack, Robyn	1996	George Braziller	New York
731	Giono, Jean;;Griffin, Jonathan	The horseman on the roof	NA	1995	North Point Press	New York
732	Beckett, Samuel;;Krance, Charles.	Samuel Beckett's Mal vu mal dit / Ill seen ill said	NA	1996	Garland	New York
733	Voltaire	Candide	NA	1996	Transaction Publishers	New Brunswick, N.J.
734	Guibert, Hervé	Blindsight	Kirkup, James	1996	G. Braziller	New York
735	Saumont, Annie	I'm no truck : sixteen stories	Liebow, Cynthia	1993	M. Boyars	New York
736	Lapierre, Alexandra	Fanny Stevenson : a romance of destiny	Cosman, Carol	1995	Carroll & Graf	New York
737	Abraham, Nicolas	Rhythms : on the work, translation, and psychoanalysis	Rand, Nicholas Thomas;;Torok, Maria	1995	Stanford University Press	Stanford, CALIF
738	Gréban, Arnoul	The mystery of the Passion	Giuliano, Paula	1996	Pegasus Press	Asheville, N.C.
739	Champagne, Maurice	The mysterious valley	Bucko, Bill	1994	NA	Lafayette, COLOtlantean Press
740	Verne, Jules	Paris in the twentieth century	Howard, Richard	1996	Random House	New York
741	Fénelon, François de Salignac de La Mothe	The Adventures of Telemachus, the son of Ulysses	Smollett, Tobias George	1997	University of Georgia Press	Athens, GA
742	Brontë, Charlotte;;Brontë, Emily	The Belgian essays	Lonoff de Cuevas, Sue	1996	Yale University Press	New Haven, CONN
743	Calle-Gruber, Mireille	On the feminine	MacGann, Catherine	1996	Humanities Press	Atlantic Highlands, N.J.
744	Musset, Alfred de	Historical dramas of Alfred de Musset	Sices, David	1997	Lang	New York
745	Vaes, Guy	October long Sunday	Mosley, Philip	1997	Lang	New York
746	Nadir, Chams	The astrolabe of the sea	Dickson, C.	1996	City Lights Books	San Francisco, CALIF
747	Lloyd, Rosemary	Revolutions in writing : readings in nineteenth-century French prose	NA	1996	Indiana University Press	Bloomington, IND
748	Breton, André	The lost steps	Polizzotti, Mark	1996	University of Nebraska Press	Lincoln, NEBR
749	Wèrèwèrè-Liking Gnepo	The power of Um ; and, A new earth : African ritual theatre	Dingome, Jeanne;;et al.	1996	International Scholars Publications	San Francisco, CALIF
750	Antoine, Heloise	Curious kids go to preschool : another big book of words	NA	1996	Peachtree	Atlanta, GA
751	Fonson, Frantz;;Lerberghe, Charles van;;Maeterlinck, Maurice;;Willinger, David	Three fin-de-siècle farces : The miracle of Saint Anthony / by Maurice Maeterlinck -- Pan / by Charles van Lerberghe -- Miss Bullberg's marriage / by Frantz Fonson and Fernand Wicheler	NA	1996	Lang	New York
752	Breton, André	Anthology of black humor	Polizzotti, Mark	1997	City Lights Books	San Francisco, CALIF
753	Rozanès, Alain P.	The great confederation of Argos	Brown, Melanie	1996	Rivercross Publishing	New York
754	Céline, Louis-Ferdinand	North	Manheim, Ralph	1996	Dalkey Archive Press	Normal, ILL
755	De Man, Paul;;Warminski, Andrzej	Aesthetic ideology	NA	1996	University of Minnesota Press	Minneapolis, MINN
756	Chevillard, Éric	The crab nebula	Hardin, Eleanor;;Stump, Jordan	1997	University of Nebraska Press	Lincoln, NEBR
757	Bonnefis, Philippe	Céline : the recall of the birds	Weidmann, Paul	1997	University of Minnesota Press	Minneapolis, MINN
758	Franck, Dan	My Russian love	Rothschild, Jon	1997	Nan A. Talese	New York
759	Out el Kouloub	Zanouba	Atiya, Nayra	1996	Syracuse University Press	Syracuse, N.Y.
760	Verne, Jules	Michael Strogoff : a courier of the Czar	NA	1997	Atheneum Books for Young Readers	New York
761	Novarina, Valère	The theater of the ears : Prologue to The drama of life -- In praise of Solecism, introduction by Allen S. Weiss -- Letter to the actors -- Each word is a drama -- Imperatives -- Entry into the theater of the ears -- Chaos -- Letter to René Farabet -- Work for the uncertain -- The separated theater -- During matter.	Weiss, Allen S.	1996	Sun & Moon Press	Los Angeles, CALIF
762	Leiris, Michel	Scratches	Davis, Lydia	1997	Johns Hopkins University Press	Baltimore, MD
763	Chamoiseau, Patrick	School days	Coverdale, Linda	1997	University of Nebraska Press	Lincoln, NEBR
764	Bataille, Christophe	Annam	Howard, Richard	1996	New Directions	New York
765	Jouve, Pierre Jean	The desert world	Davis, Lydia	1996	Marlboro Press	Evanston, ILL
766	Chamoiseau, Patrick	Texaco	Rejouis, Rose-Myriam;;Vinokurov, Val.	1997	Pantheon Books	New York
767	Jacq, Christian	Fascinating hieroglyphics : discovering, decoding & understanding the ancient art	NA	1997	Sterling Publishing	New York
768	Girard, René	Resurrection from the underground : Feodor Dostoevsky	Williams, James G.	1997	Crossroad	New York
769	Baudelaire, Charles	The Parisian prowler	KAplan, Edward K.	1997	University of Georgia Press	Athens, GA
770	Dubost, Thierry	Struggle, defeat, or rebirth : Eugene O' Neill's vision of humanity	NA	1997	McFarland & Co.	Jefferson, N.C.
771	Le Clézio, Jean-Marie Gustave	Onitsha	Anderson, Alison	1997	University of Nebraska Press	Lincoln, NEBR
772	Lê, Linda	Slander	Allen, Esther	1996	University of Nebraska Press	Lincoln, NEBR
773	Flaubert, Gustave	Madame Bovary	Marmur, Mildred	1997	Doubleday	New York
774	Echenoz, Jean	Big blondes	Pollizzotti, Mark	1997	New Press	New York
775	Leroux, Gaston;;Wolf, Leonard	The essential Phantom of the opera	NA	1996	Plume	New York
776	Auchincloss, Louis	La gloire : the Roman Empire of Corneille and Racine	NA	1996	University of South Carolina Press	Columbia, S.C.
777	Wilwerth, Evelyne	Neel Doff (1858-1942) : a biography	Linkhorn, Renée	1997	Lang	New York
778	Pernoud, Régine	A Troubadour	Clift, Dominique	1997	Runestone Press	Minneapolis, MINN
779	Verne, Jules	Paris in the twentieth century	Howard, Richard	1997	Del Rey/Ballantine Books;;G. K. Hall	New York;;Thorndike, ME
780	Leiris, Michel	Scraps	Davis, Lydia	1997	Johns Hopkins University Press	Baltimore, MD
781	Carrère, Emmanuel	Class trip : a novel	Coverdale, Linda	1997	Metropolitan Books	New York
782	Giraudon, Liliane;;Grangaud, Michelle;;Kaplan, Leslie;;Lapeyrère, Josée;;Portugal, Anne;;Risset, Jacqueline;;Gavronsky, Serge	Six contemporary French women poets : theory, practice, and pleasures	NA	1997	Southern Illinois University Press	Carbondale, ILL
783	Tournier, Michel	Friday	Denny, Norman	1997	Johns Hopkins University Press	Baltimore, MD
784	Molière	Tartuffe : a comedy in five acts	Wilbur, Richard	1997	Harcourt Brace	New York
785	Feher, Michel	The libertine reader : eroticism and enlightenment in eighteenth-century France	NA	1997	Zone Books	New York
786	Bal, Mieke	The mottled screen : reading Proust visually	NA	1997	Stanford University Press	Stanford, CALIF
787	Céline, Louis-Ferdinand	Castle to castle	Manheim, Ralph	1997	Dalkey Archive Press	Normal, ILL
788	Leduc, Violette	La bâtarde	Coltman, Derek	1997	Riverhead Books	New York
789	Carrier, Roch	The basketball player	NA	1996	Tundra Books of Northern New York	Plattsburgh, N.Y.
790	Naudin, Jean-Bernard;;Rivière, François	In the footsteps of Agatha Christie	Campbell, Alexandra	1997	Trafalgar Square Publishing	North Pomfret, VT
791	Mérimée, Prosper	The Spaniards in Denmark	Mandel, Oscar	1996	Spectrum Productions/Books	Los Angeles, CALIF
792	Duquennoy, Jacques	The ghosts' trip to Loch Ness	Nanovic, Kathryn	1996	Harcourt Brace	San Diego, CALIF
